72,10/17/2023,40.69,10933
73,5/3/2024,24.72,2567
74,10/11/2023,17.89,3485
75,1/11/2023,15.24,16087
76,2/4/2024,13.89,6634
77,6/25/2024,45.42,2983
78,1/18/2023,9.46,19366
79,8/22/2024,32.42,217
80,3/5/2023,35.75,17883
81,1/31/2024,3.0,6791
82,2/11/2023,41.78,2820
83,8/30/2023,1.98,14306
84,2/4/2023,2.35,13401
85,5/23/2024,21.56,14794
86,6/17/2024,1.48,8971
87,7/16/2023,5.13,16950
88,3/5/2025,7.82,2405
89,6/22/2024,8.39,17544
90,11/16/2025,3.92,4662
91,2/19/2025,24.27,19325
92,3/2/2025,47.36,5285
93,9/3/2024,11.65,9191
94,1/2/2023,23.09,14445
95,2/13/2024,41.44,4073
96,10/16/2024,19.89,11277
97,3/17/2025,23.15,13630
98,6/6/2024,40.31,6266
99,9/8/2024,42.32,2363
100,4/29/2025,43.24,1297
101,11/18/2023,40.22,9162
102,5/27/2025,38.18,16650
103,1/19/2025,4.62,9027
104,5/17/2024,48.08,16546
105,3/15/2025,45.27,6376
106,3/1/2025,1.8,9147
107,6/23/2025,5.89,9163
108,3/7/2024,3.43,5833
109,8/23/2023,37.88,16666
110,7/28/2024,48.43,17715
111,3/11/2023,29.41,8282
112,5/22/2023,47.78,2611
113,12/3/2023,2.84,15741
114,11/28/2023,12.81,3622
115,1/12/2023,45.42,4373
116,11/21/2025,12.49,11095
117,12/27/2024,12.81,3916
118,12/8/2024,1.01,12053
119,8/25/2025,22.4,12155
120,6/13/2025,42.96,11957
121,1/10/2023,6.47,2484
122,3/5/2024,24.84,374
123,9/13/2023,15.62,18202
124,7/3/2023,43.66,914
125,12/14/2025,39.25,7336
126,11/11/2023,31.49,4074
127,3/25/2024,12.83,1776
128,4/29/2024,25.3,6609
129,4/20/2024,18.16,6224
130,2/13/2025,46.01,3899
131,11/8/2023,15.15,7754
132,10/16/2024,35.44,5452
133,2/25/2023,9.87,802
134,1/15/2025,34.55,18040
135,9/23/2024,3.34,361
136,9/9/2025,30.11,16550
137,8/19/2025,43.14,2187
138,6/20/2025,37.99,8431
139,1/20/2023,49.88,8682
140,4/13/2023,26.64,17152
141,4/13/2023,1.67,13899
142,11/26/2025,6.52,2674
143,1/13/2024,5.89,18771
144,2/9/2024,32.2,10604
145,7/21/2024,46.39,16334
146,9/26/2025,27.88,5022
147,4/3/2024,43.69,3981
148,12/7/2025,3.57,7091
149,4/28/2023,44.73,8158
150,1/12/2023,41.65,6769
151,1/4/2025,26.24,7673
152,12/3/2023,1.39,7751
153,10/29/2025,49.62,18847
154,7/3/2025,27.61,1242
155,5/7/2025,1.58,8012
156,5/22/2023,46.17,18072
157,3/1/2025,11.14,17899
158,10/18/2025,15.15,8638
159,7/19/2025,17.95,870
160,9/25/2024,9.01,12364
161,9/1/2023,5.26,15145
162,11/18/2023,45.82,9036
163,6/3/2025,38.89,17852
164,4/1/2024,5.63,6139
165,8/8/2025,11.97,6154
166,5/7/2023,23.45,125
167,12/12/2024,34.64,6235
168,12/30/2024,48.03,11699
169,9/26/2025,22.73,5359
170,1/9/2023,10.2,2554
171,2/4/2023,17.74,13058
172,2/16/2024,18.78,16517
173,11/4/2025,41.34,3473
174,12/10/2024,41.45,17275
175,1/4/2023,11.17,14062
176,8/17/2024,23.46,7935
177,11/3/2023,4.72,42
178,8/7/2025,4.81,8486
179,12/29/2025,21.4,15590
180,1/2/2025,11.82,9023
181,8/19/2024,40.74,2296
182,2/5/2023,40.97,14754
183,5/21/2024,38.15,9471
184,1/6/2024,4.8,4342
185,7/30/2025,39.08,15544
186,6/23/2025,7.78,17490
187,1/9/2023,19.34,17477
188,10/13/2024,46.74,8251
189,2/5/2025,44.35,6505
190,5/13/2025,38.59,14378
191,12/2/2025,44.79,15869
192,10/24/2023,14.76,16688
193,2/19/2025,20.58,4104
194,2/7/2023,49.97,3752
195,8/8/2025,24.82,5589
196,4/17/2023,42.82,14800
197,12/7/2025,27.8,1726
198,10/5/2024,10.53,15882
199,11/8/2024,13.24,4804
200,1/25/2023,17.15,7778
201,6/5/2025,48.52,17592
202,7/20/2024,27.85,4410
203,6/15/2023,41.0,18492
204,10/5/2025,44.41,1434
205,11/24/2024,21.86,6205
206,10/3/2023,9.19,14178
207,9/13/2025,43.42,8844
208,10/14/2024,40.77,17562
209,8/11/2023,38.53,2639
210,3/9/2025,41.01,3806
211,5/1/2023,19.24,10149
212,6/14/2024,4.58,17576
213,3/16/2025,21.52,10548
214,5/20/2024,20.57,12076
215,12/20/2024,28.92,15991
216,4/3/2023,22.11,10478
217,4/16/2023,45.92,5889
218,4/23/2023,7.96,19220
219,6/22/2023,24.49,14574
220,3/20/2024,13.4,11102
221,10/1/2024,42.82,574
222,2/21/2023,24.47,12664
223,3/8/2023,35.51,6247
224,10/16/2025,28.76,17349
225,12/24/2023,8.28,3146
226,9/29/2025,24.66,8020
227,9/1/2024,17.51,8239
228,9/14/2023,3.83,13094
229,7/2/2024,15.18,19107
230,11/15/2023,18.85,17684
231,4/6/2024,37.6,18996
232,9/8/2023,10.15,17981
233,11/11/2025,16.86,19743
234,3/27/2024,37.12,19517
235,8/2/2023,29.58,6561
236,3/23/2024,34.95,16389
237,9/8/2023,19.74,1945
238,5/4/2023,3.26,5837
239,4/23/2023,29.69,602
240,2/24/2024,32.79,19330
241,3/9/2024,22.78,12405
242,12/23/2025,9.51,15666
243,7/4/2024,20.04,13824
244,2/11/2025,49.0,14747
245,8/27/2024,23.12,3778
246,4/26/2024,40.41,14084
247,8/15/2025,37.14,18443
248,10/17/2023,9.96,13883
249,4/15/2025,46.0,2332
250,2/23/2023,15.94,4697
251,8/28/2023,18.66,13478
252,3/1/2025,25.09,18243
253,8/12/2025,1.49,839
254,11/20/2024,8.13,1606
255,8/13/2025,14.58,5266
256,6/4/2025,6.29,18756
257,2/12/2023,9.87,8754
258,7/17/2025,13.66,512
259,2/4/2025,6.37,11575
260,12/20/2024,34.45,19800
261,2/21/2025,15.35,15411
262,7/5/2023,12.46,3909
263,1/29/2025,6.78,592
264,9/14/2024,12.23,10477
265,6/16/2025,42.8,21
266,6/28/2025,49.87,9968
267,10/29/2025,17.19,9434
268,2/10/2024,37.63,6263
269,7/29/2025,25.48,15163
270,2/19/2025,39.74,14756
271,3/6/2024,47.63,4157
272,7/31/2024,24.98,13856
273,10/18/2025,16.06,18173
274,12/30/2023,12.75,878
275,10/2/2025,35.42,8709
276,3/21/2023,37.35,10832
277,6/6/2025,7.33,7019
278,7/1/2024,40.35,17865
279,10/25/2024,6.87,3523
280,5/23/2024,30.38,5364
281,11/21/2024,24.72,18309
282,4/29/2025,4.34,14030
283,11/5/2023,49.38,14804
284,8/11/2023,11.18,17372
285,5/22/2024,34.78,11954
286,2/8/2024,7.68,15438
287,2/22/2023,14.95,11145
288,7/3/2024,36.36,13475
289,7/4/2024,10.16,3759
290,8/18/2025,25.89,19497
291,10/11/2024,23.7,16413
292,3/10/2025,41.87,13920
293,5/29/2025,5.04,9264
294,11/27/2023,38.81,83
295,9/6/2024,6.33,15059
296,1/11/2025,4.01,4078
297,5/11/2025,12.81,674
298,8/13/2025,29.74,3430
299,9/23/2025,15.34,1216
300,10/21/2025,37.93,3370
301,2/14/2024,10.15,12378
302,5/4/2023,17.17,16188
303,1/18/2024,29.97,1110
304,1/19/2024,7.47,10876
305,11/6/2025,38.02,244
306,10/21/2025,23.89,14356
307,6/18/2025,18.18,6232
308,11/7/2025,37.49,10430
309,8/26/2025,3.77,12666
310,11/29/2024,12.85,13439
311,5/28/2024,17.36,19197
312,5/30/2023,7.96,3741
313,2/27/2025,3.27,18482
314,4/20/2024,12.92,16766
315,12/20/2024,14.28,16300
316,4/11/2024,30.96,8010
317,7/20/2023,31.43,6347
318,1/16/2023,21.98,14217
319,3/1/2025,8.15,7073
320,6/23/2024,13.46,111
321,5/30/2024,16.8,16994
322,12/7/2024,46.22,14569
323,1/22/2023,32.85,18790
324,8/18/2024,36.08,2693
325,2/14/2025,5.15,8030
326,4/28/2025,42.38,16251
327,1/16/2023,22.25,9996
328,5/11/2023,41.63,8657
329,11/6/2023,48.88,3622
330,11/19/2023,29.55,19310
331,8/28/2025,5.32,15491
332,1/4/2024,28.69,8703
333,3/28/2023,2.6,18003
334,3/30/2024,40.06,9710
335,2/14/2024,1.56,14671
336,5/3/2025,5.76,15013
337,6/19/2024,4.68,9234
338,1/7/2024,8.71,4153
339,11/20/2025,1.43,8651
340,9/14/2025,2.38,3993
341,4/20/2025,2.08,3187
342,3/15/2024,44.72,9948
343,10/1/2023,38.84,3150
344,11/2/2025,35.49,19751
345,1/9/2023,8.59,2291
346,12/9/2024,21.33,3446
347,8/5/2025,39.06,15899
348,1/21/2023,14.11,13002
349,12/10/2024,37.81,2682
350,8/22/2023,14.96,3942
351,10/2/2024,9.69,17743
352,5/29/2023,49.38,9878
353,6/15/2023,19.58,3464
354,11/5/2025,34.23,1875
355,4/22/2024,26.84,916
356,6/22/2025,44.69,2483
357,3/1/2024,25.22,3798
358,8/6/2024,41.83,19345
359,5/2/2025,2.74,8550
360,3/16/2025,43.74,5213
361,6/23/2024,40.6,8734
362,1/4/2023,28.25,15278
363,12/9/2025,20.66,4152
364,11/13/2025,33.82,15430
365,2/24/2023,39.87,12007
366,6/30/2025,27.88,11966
367,10/14/2024,18.47,17089
368,9/30/2025,34.58,2818
369,4/26/2024,7.47,6972
370,10/4/2023,48.78,17780
371,9/17/2024,35.5,7488
372,10/11/2025,22.62,15828
373,1/21/2024,16.67,15100
374,1/8/2025,8.5,15473
375,10/10/2024,4.51,15279
376,8/7/2024,6.51,16852
377,3/26/2024,9.08,8394
378,10/31/2023,20.38,438
379,2/9/2023,35.0,16059
380,3/19/2023,30.7,13282
381,4/14/2024,12.63,19425
382,4/14/2024,31.86,9440
383,11/29/2025,43.04,19492
384,12/26/2023,1.89,9270
385,6/18/2025,20.67,6335
386,8/12/2023,18.11,14655
387,2/13/2024,28.16,10551
388,5/12/2024,32.79,14077
389,11/28/2025,46.01,11440
390,8/7/2023,18.93,10615
391,3/5/2023,46.82,19423
392,5/21/2025,34.0,11178
393,7/18/2024,13.28,11438
394,6/4/2025,39.04,8084
395,11/29/2025,41.84,7687
396,10/25/2025,48.67,1822
397,2/24/2023,8.05,412
398,10/8/2024,30.29,11980
399,8/29/2023,24.17,7958
400,9/11/2024,13.09,3897
401,12/17/2025,17.76,7865
402,9/17/2023,21.59,16707
403,6/12/2025,46.15,4697
404,7/20/2025,29.83,1736
405,2/12/2024,29.55,12650
406,3/22/2024,28.02,3158
407,12/28/2023,36.83,10879
408,11/23/2024,8.0,8884
409,10/26/2024,32.18,12278
410,3/8/2024,28.89,46
411,7/31/2024,42.61,4329
412,9/4/2024,46.92,12424
413,4/27/2023,44.48,8274
414,8/27/2024,24.39,13376
415,1/31/2025,46.95,14730
416,8/12/2025,14.26,17186
417,6/25/2025,31.52,6890
418,6/23/2024,11.23,1839
419,10/8/2025,43.43,10963
420,5/19/2023,9.4,10687
421,10/10/2024,43.57,14409
422,4/28/2023,32.51,14094
423,9/19/2024,49.78,9979
424,11/21/2024,25.02,9234
425,6/10/2024,28.02,9084
426,8/13/2025,7.15,11447
427,2/26/2025,35.07,8366
428,8/1/2025,10.92,12983
429,4/3/2024,24.12,10028
430,4/5/2025,7.42,16430
431,10/6/2023,12.43,13919
432,5/22/2024,22.07,10755
433,6/25/2025,37.68,3327
434,2/6/2024,32.49,16611
435,5/3/2023,28.38,15316
436,4/24/2023,46.23,11181
437,3/15/2025,23.15,1362
438,11/6/2025,32.0,8927
439,4/23/2025,32.71,7098
440,4/13/2024,1.84,2278
441,9/20/2023,5.65,13075
442,12/10/2024,42.02,10820
443,1/25/2025,38.5,7585
444,1/5/2024,37.62,11403
445,11/12/2024,10.9,12313
446,4/23/2023,27.48,13358
447,11/2/2024,29.83,17614
448,9/4/2023,39.49,12014
449,8/27/2025,35.28,780
450,2/9/2024,10.06,15192
451,11/23/2023,7.0,17387
452,2/5/2025,33.03,2011
453,1/22/2024,25.79,15199
454,12/8/2023,7.44,4974
455,2/11/2023,45.41,983
456,6/24/2023,29.36,7873
457,2/27/2025,17.85,592
458,9/12/2025,15.71,9912
459,8/12/2023,31.96,4274
460,6/4/2024,31.72,6478
461,5/26/2023,14.28,19473
462,8/25/2024,10.76,1290
463,7/9/2024,29.79,10687
464,7/13/2025,14.85,19835
465,8/2/2023,33.76,6685
466,5/30/2023,16.45,3981
467,5/26/2024,25.19,10708
468,5/17/2025,6.96,1994
469,11/22/2023,1.35,7034
470,11/25/2025,29.51,9736
471,4/29/2023,28.56,4639
472,5/21/2024,22.43,8007
473,9/19/2025,40.7,2151
474,12/20/2023,16.36,4908
475,8/9/2024,36.98,1790
476,2/24/2023,24.99,13400
477,4/5/2025,10.99,6647
478,8/7/2025,47.48,6706
479,8/25/2025,28.25,5341
480,8/31/2023,38.85,10227
481,1/28/2024,25.32,15351
482,1/25/2024,15.86,8469
483,11/2/2024,23.43,12765
484,6/30/2023,16.4,2125
485,3/24/2025,48.43,2956
486,2/17/2023,1.75,658
487,1/17/2023,20.66,2976
488,7/19/2024,18.65,6159
489,6/28/2025,36.88,3989
490,3/9/2025,40.93,6103
491,3/4/2025,45.81,11260
492,7/10/2023,27.84,4182
493,5/3/2024,26.93,12409
494,8/29/2025,21.41,3038
495,7/26/2023,20.55,14460
496,4/9/2025,46.52,7001
497,5/31/2024,11.97,6942
498,1/16/2024,13.21,8145
499,9/5/2024,41.99,16927
500,12/10/2024,12.23,12475
